PC1,PC2,target
-0.7011955652545808,-1.1993699240159126,1
5.152722898988923,-0.23623473274168094,2
-4.813864782708871,0.6297997585431203,0
4.932759985608024,-0.2120052872878745,2
-4.083327269336083,0.03607488658158989,0
4.586684252315384,0.1526045625127515,2
4.7887268977479325,0.33782421822383774,2
4.176540310516138,-0.13082448748130204,2
4.6598031171500445,0.4960090121133408,2
1.9338856857154603,0.7825792465002251,1
4.612497061023136,0.2718662545732711,2
4.439157256661858,0.23635219890391929,2
4.0384937318445715,0.461104851362991,2
-0.11369946820470023,-1.9616531253683904,1
4.304520308130533,0.38349348587427506,2
-0.424571231802165,-1.1062049545619888,1
-4.179960499459692,0.28262161811589154,0
-4.222434659413472,0.20381662373288761,0
-4.629994443388181,0.18584705874109553,0
-0.800603347063459,-1.427519366755258,1
-4.643811395134399,0.28286248729080604,0
-0.7064573529417957,-1.4885394279167268,1
-4.584958712775799,0.18635492409227467,0
-0.9710953651927106,1.661570624549602,0
5.034691271223959,0.034218432322969214,2
-0.585177668053892,-1.605864623670206,1
-4.209012255811983,0.23269400405041774,0
5.142940268881008,-0.18698555458644095,2
-5.10516823234431,0.5430041992876968,0
-0.5175453737657655,-1.089458404761061,1
-0.6207645698958673,-0.9986561667327993,1
-4.912223616302259,0.4037014164454259,0
-3.9706861950178594,0.2228400235178853,0
-0.8397026680291089,-0.9244353122971831,1
1.0650729269889574,1.3495618286577569,2
-4.101093567025655,0.12854335276781126,0
-0.4073844742900231,-1.344141710907452,1
-4.304897088911867,0.3154141573201871,0
1.1557664051341334,0.4942160441015873,0
-0.3458549793929781,-1.3740013705321317,1
-4.709658115691961,0.3346852292834333,0
1.093115437572095,1.0050358110290105,1
-0.9245431283256593,-1.5401450470350027,1
0.8517625020827257,2.2083682684362533,1
-5.111168105401165,0.7027222688260887,0
0.5050287747538944,1.3768162821292411,2
-4.571758574552852,0.5399233564305481,0
-4.58274538613535,0.4043493214359393,0
-0.20504179038160836,-1.1246646159519158,1
0.12777265283734562,1.5222310677635513,2
-0.15638641655145893,-1.5258271542208979,1
-4.2317755968822715,0.11248841584747489,0
5.265200989386658,0.36063686928029465,2
0.3852101697392888,0.7833355651105464,2
-4.716039902245031,0.6117502925923899,0
4.471719954558144,0.38289816082796163,2
3.968057200139751,0.23764738661073534,2
4.99928223408806,-0.13487299145421713,2
-0.20939324338374893,-1.2360955585141054,1
-4.478740498602532,0.35829957343589813,0
4.715542282326947,0.06985583488685614,2
0.827285258854981,1.2690490208917617,0
4.607513131638255,0.004861920357899164,2
-4.891249935214881,0.44745575397678977,0
-4.81016744720797,0.3419778582802478,0
-4.439336167942189,0.40005889597384153,0
-4.394252759958217,0.42392257390865645,0
-0.7727237200184459,-1.0576556092002019,1
-0.1064036482378094,-1.768453886372615,1
-0.002747500830698746,-1.72235685594327,1
4.27774343354118,-0.05172368452063038,2
3.9719787620029674,0.1309723684996986,2
-3.7801395146927943,0.13688878962027673,0
0.11025747009898379,-1.5897009509637343,1
1.9412868965703696,0.6684853472142182,2
-3.9902287344369762,0.10527393362361485,0
-0.26921019696256304,-2.1046992733121663,1
-0.7616404149442824,-1.9260922778243046,1
0.573839849102235,1.1053261954170683,0
-0.4120210388229424,-1.1656954613298953,1
-4.754995819762214,0.36365623251343826,0
0.4506984913397133,-2.34891518052967,1
-4.580073959942017,0.20610963952768743,0
-1.118685694910148,-0.979688046916968,1
-0.2567992929465891,-1.5910760728181286,1
5.0069597989766494,0.4096609334949653,2
4.791892291649418,0.1806004996291978,2
-4.227714836030494,0.3975950571698316,0
-2.113759729260651,2.038956236868226,0
-4.51057211561241,0.22861500627368433,0
3.916635730312036,0.7108686065527376,2
4.139589868587868,0.045171130828070324,2
1.5341985620785021,1.4752587367029373,0
-5.076374880980657,0.5993070545286526,0
1.9890166761868266,1.4774396818864095,1
-4.780193337189184,0.6159255078930514,0
5.169500955556385,-0.0017249778227843675,2
-0.6574198545304498,-2.0471600587148364,1
3.5374018734435273,0.6470943843233516,2
0.2736907601153066,1.464271902246603,1
-4.150883348657955,0.29729648696137106,0
0.15765173188463916,2.0521225666616605,2
-4.496572830484053,0.4843596290079092,0
0.13260990405983977,-1.0693264851590274,1
-4.188361747111969,0.2569031132434477,0
-4.149667994187315,0.26359012253871894,0
5.499793149667855,-0.022645320930750234,2
1.5863674573045057,2.1703326464786064,2
4.638752078193384,0.377480628183069,2
-4.454214834632291,0.332590270882885,0
4.530596544616939,0.31426493893159274,2
-0.4222111757847555,1.519630948023499,0
0.09562069109722951,-2.040392329850511,1
4.556770374879051,-0.10907248112661629,2
0.8691266654706071,1.2521412972844406,0
0.0052147969334662425,-1.588717340658548,1
4.61316864029531,0.43720410202448007,2
-4.823982086628233,0.6210641264051413,0
-4.306945250073147,0.5288043388807498,0
-4.700194609909319,0.7433964007630318,0
-0.3496846892444074,-1.2249747583674349,1
0.9302590721495897,1.2309415038757512,2
-4.378594738793238,0.3248938664516434,0
0.4435928262400086,1.3053466292079177,2
4.828022586510961,0.4607489688277436,2
-0.025444051941720947,-1.6356062189663614,1
-0.6010456496739844,-1.2459345977009981,1
3.8947149626646933,0.30758998634834683,2
-0.47083122487430146,-2.0307208276163218,1
-0.6698531521389397,-1.5238516721152957,1
1.505357616700003,1.2834390123908719,2
4.7462262314567365,0.15457151433515653,2
0.9598902256960684,0.9293470739690054,1
4.436763127344564,0.4791584355617345,2
-0.7946099848487771,-0.9794117901790624,1
-4.411849603977835,0.24251359757398633,0
4.494892281547523,-0.09642171584682512,2
4.534038571111556,0.5040696901171325,2
-0.26745732989891935,-1.333716282397856,1
-0.44573130713324205,-1.5573642729342283,1
-0.26217506347242947,1.83281993279867,1
4.155395133581354,0.5589125104405305,2
-1.315893317238406,-0.9299032500958416,1
-4.667258342663889,0.46353723123304025,0
-0.3083124508528443,-1.1621381057963542,1
4.3588544910303115,0.0500561999643168,2
4.464518293844226,-0.006498668466756643,2
-0.12270531988778659,1.692440861845673,1
5.484642303722557,0.36129067141234555,2
4.544646399532947,0.09800919249271985,2
5.060507510599,-0.08887318809727751,2
0.502756398116434,-1.7181976411524607,1
-5.241564523600232,0.7751989711737872,0
4.967221450941571,0.4105951405407205,2
4.880049756186736,0.41615288390715305,2
4.466639634295918,0.16917632154546267,2
-4.5060222335579905,0.33265504639162974,0
-4.502907782817315,0.3773485775418353,0
-0.5973266704184197,-1.3428425063503462,1
1.066520206001172,1.0376093543009715,2
